participant,task,subtask,trial,choice,reward,condition,trial_within_subtask,function
0,7,0,4,0,5.14841247,compositional,4.0,neg
0,7,1,9,5,5.19481802,compositional,4.0,odd
0,7,2,14,3,5.02294255,compositional,4.0,negodd
0,8,0,0,0,0.18346393,compositional,0.0,pos
0,8,1,5,0,0.61001739,compositional,0.0,odd
0,8,2,10,0,0.18063264,compositional,0.0,posodd
0,8,0,1,1,0.92775919,compositional,1.0,pos
0,8,1,6,1,5.01022467,compositional,1.0,odd
0,8,2,11,2,2.69051348,compositional,1.0,posodd
0,8,0,2,2,2.66723094,compositional,2.0,pos
0,8,1,7,3,4.53488559,compositional,2.0,odd
0,8,2,12,4,0.41147547,compositional,2.0,posodd
0,8,0,3,5,5.22910083,compositional,3.0,pos
0,8,1,8,5,4.49032434,compositional,3.0,odd
0,8,2,13,3,4.66859551,compositional,3.0,posodd
0,8,0,4,5,4.97635286,compositional,4.0,pos
0,8,1,9,1,5.05645471,compositional,4.0,odd
0,8,2,14,5,4.47973124,compositional,4.0,posodd
0,9,0,0,0,1.43902916,compositional,0.0,pos
0,9,1,5,0,3.12600311,compositional,0.0,odd
0,9,2,10,0,1.32325543,compositional,0.0,posodd
0,9,0,1,5,4.19999199,compositional,1.0,pos
0,9,1,6,2,2.08452892,compositional,1.0,odd
0,9,2,11,2,2.35023656,compositional,1.0,posodd
0,9,0,2,4,2.78341386,compositional,2.0,pos
0,9,1,7,4,2.28332217,compositional,2.0,odd
0,9,2,12,1,1.68830482,compositional,2.0,posodd
0,9,0,3,3,3.45677598,compositional,3.0,pos
0,9,1,8,5,5.60172592,compositional,3.0,odd
0,9,2,13,3,5.11905222,compositional,3.0,posodd
0,9,0,4,1,1.70256941,compositional,4.0,pos
0,9,1,9,3,5.09375046,compositional,4.0,odd
0,9,2,14,4,2.31622901,compositional,4.0,posodd
0,10,0,0,0,3.62865946,compositional,0.0,pos
0,10,1,5,1,11.02523355,compositional,0.0,odd
0,10,2,10,1,5.86306489,compositional,0.0,posodd
0,10,0,1,5,9.73199227,compositional,1.0,pos
0,10,1,6,1,10.92226442,compositional,1.0,odd
0,10,2,11,2,6.71923596,compositional,1.0,posodd
0,10,0,2,5,9.62527789,compositional,2.0,pos
0,10,1,7,3,11.4043105,compositional,2.0,odd
0,10,2,12,4,3.81037359,compositional,2.0,posodd
0,10,0,3,5,9.55437091,compositional,3.0,pos
0,10,1,8,5,10.56036126,compositional,3.0,odd
0,10,2,13,3,11.64944929,compositional,3.0,posodd
0,10,0,4,5,9.69252423,compositional,4.0,pos
0,10,1,9,5,10.59986355,compositional,4.0,odd
0,10,2,14,3,11.57942689,compositional,4.0,posodd
0,11,0,0,5,6.2731982,compositional,0.0,pos
0,11,1,5,1,3.36084619,compositional,0.0,even
0,11,2,10,0,5.05483705,compositional,0.0,poseven
0,11,0,1,0,4.99383182,compositional,1.0,pos
0,11,1,6,2,8.22815626,compositional,1.0,even
0,11,2,11,2,5.50355705,compositional,1.0,poseven
0,11,0,2,5,6.33459266,compositional,2.0,pos
0,11,1,7,2,8.21806533,compositional,2.0,even
0,11,2,12,3,1.98543346,compositional,2.0,poseven
0,11,0,3,5,6.3087519,compositional,3.0,pos
0,11,1,8,4,8.21469172,compositional,3.0,even
0,11,2,13,4,8.15079778,compositional,3.0,poseven
0,11,0,4,5,6.18600164,compositional,4.0,pos
0,11,1,9,2,8.10964534,compositional,4.0,even
0,11,2,14,4,8.28744793,compositional,4.0,poseven
0,12,0,0,0,4.66819509,compositional,0.0,pos
0,12,1,5,1,4.4007053,compositional,0.0,even
0,12,2,10,1,6.0213172,compositional,0.0,poseven
0,12,0,1,5,10.00818154,compositional,1.0,pos
0,12,1,6,2,9.16081207,compositional,1.0,even
0,12,2,11,2,5.46516501,compositional,1.0,poseven
0,12,0,2,5,9.79024753,compositional,2.0,pos
0,12,1,7,2,9.08078957,compositional,2.0,even
0,12,2,12,0,4.73071006,compositional,2.0,poseven
0,12,0,3,5,9.72779178,compositional,3.0,pos
0,12,1,8,4,9.02673874,compositional,3.0,even
0,12,2,13,4,8.92707853,compositional,3.0,poseven
0,12,0,4,5,9.74452881,compositional,4.0,pos
0,12,1,9,2,9.19870664,compositional,4.0,even
0,12,2,14,4,8.91207649,compositional,4.0,poseven
0,13,0,0,5,7.45230217,compositional,0.0,pos
0,13,1,5,1,2.80236495,compositional,0.0,even
0,13,2,10,0,3.47523719,compositional,0.0,poseven
0,13,0,1,0,3.66968353,compositional,1.0,pos
0,13,1,6,4,6.89489031,compositional,1.0,even
0,13,2,11,2,5.70296815,compositional,1.0,poseven
0,13,0,2,5,7.56504508,compositional,2.0,pos
0,13,1,7,2,7.41773125,compositional,2.0,even
0,13,2,12,2,5.60357731,compositional,2.0,poseven
0,13,0,3,5,7.56624926,compositional,3.0,pos
0,13,1,8,4,6.9933483,compositional,3.0,even
0,13,2,13,4,6.96534388,compositional,3.0,poseven
0,13,0,4,5,7.45876904,compositional,4.0,pos
0,13,1,9,2,7.2252282,compositional,4.0,even
0,13,2,14,4,6.98200187,compositional,4.0,poseven
0,14,0,0,1,3.86376728,compositional,0.0,pos
0,14,1,5,5,1.02009227,compositional,0.0,even
0,14,2,10,2,4.67855759,compositional,0.0,poseven
0,14,0,1,2,4.72730339,compositional,1.0,pos
0,14,1,6,3,1.04318239,compositional,1.0,even
0,14,2,11,0,3.25425351,compositional,1.0,poseven
0,14,0,2,3,5.62354781,compositional,2.0,pos
0,14,1,7,4,4.46750874,compositional,2.0,even
0,14,2,12,5,1.15951825,compositional,2.0,poseven
0,14,0,3,4,6.79025071,compositional,3.0,pos
0,14,1,8,2,5.28182288,compositional,3.0,even
0,14,2,13,4,4.44444624,compositional,3.0,poseven
0,14,0,4,5,8.04809686,compositional,4.0,pos
0,14,1,9,0,5.21237825,compositional,4.0,even
0,14,2,14,4,4.69920437,compositional,4.0,poseven
0,15,0,0,0,6.75724101,compositional,0.0,neg
0,15,1,5,1,1.98632037,compositional,0.0,even
0,15,2,10,0,6.63273956,compositional,0.0,negeven
0,15,0,1,5,2.19039094,compositional,1.0,neg
0,15,1,6,0,7.14222349,compositional,1.0,even
0,15,2,11,2,4.64785528,compositional,1.0,negeven
0,15,0,2,0,6.78682871,compositional,2.0,neg
0,15,1,7,2,6.8152514,compositional,2.0,even
0,15,2,12,0,6.86410181,compositional,2.0,negeven
0,15,0,3,0,6.65165873,compositional,3.0,neg
0,15,1,8,4,6.93659148,compositional,3.0,even
0,15,2,13,4,6.78826426,compositional,3.0,negeven
0,15,0,4,1,5.63673854,compositional,4.0,neg
0,15,1,9,0,6.91308834,compositional,4.0,even
0,15,2,14,4,6.72617025,compositional,4.0,negeven
0,16,0,0,0,3.59455343,compositional,0.0,neg
0,16,1,5,0,6.62032287,compositional,0.0,even
0,16,2,10,0,3.86269206,compositional,0.0,negeven
0,16,0,1,5,2.40925192,compositional,1.0,neg
0,16,1,6,5,2.62909616,compositional,1.0,even
0,16,2,11,1,3.79257295,compositional,1.0,negeven
0,16,0,2,1,3.60731069,compositional,2.0,neg
0,16,1,7,0,6.54640397,compositional,2.0,even
0,16,2,12,2,4.02754196,compositional,2.0,negeven
0,16,0,3,0,3.66940542,compositional,3.0,neg
0,16,1,8,0,6.53553256,compositional,3.0,even
0,16,2,13,3,2.93905561,compositional,3.0,negeven
0,16,0,4,3,3.28890777,compositional,4.0,neg
0,16,1,9,2,7.26148484,compositional,4.0,even
0,16,2,14,4,7.28003043,compositional,4.0,negeven
0,17,0,0,0,5.86940721,compositional,0.0,neg
0,17,1,5,1,2.64856512,compositional,0.0,odd
0,17,2,10,0,6.24251034,compositional,0.0,negodd
0,17,0,1,5,1.87473585,compositional,1.0,neg
0,17,1,6,0,0.0,compositional,1.0,odd
0,17,2,11,4,0.35315671,compositional,1.0,negodd
0,17,0,2,0,6.07239433,compositional,2.0,neg
0,17,1,7,3,2.40715977,compositional,2.0,odd
0,17,2,12,0,6.160988,compositional,2.0,negodd
0,17,0,3,0,6.1322835,compositional,3.0,neg
0,17,1,8,5,3.23899508,compositional,3.0,odd
0,17,2,13,3,2.43039252,compositional,3.0,negodd
0,17,0,4,0,6.08456572,compositional,4.0,neg
0,17,1,9,5,3.24768404,compositional,4.0,odd
0,17,2,14,5,3.04342439,compositional,4.0,negodd
0,18,0,0,0,3.28617923,compositional,0.0,pos
0,18,1,5,0,6.79095262,compositional,0.0,even
0,18,2,10,0,3.13414534,compositional,0.0,poseven
0,18,0,1,5,7.01476819,compositional,1.0,pos
0,18,1,6,0,6.94516262,compositional,1.0,even
0,18,2,11,2,4.30255846,compositional,1.0,poseven
0,18,0,2,5,7.20908751,compositional,2.0,pos
0,18,1,7,2,7.26699194,compositional,2.0,even
0,18,2,12,2,4.14856241,compositional,2.0,poseven
0,18,0,3,5,7.01868833,compositional,3.0,pos
0,18,1,8,4,8.1108931,compositional,3.0,even
0,18,2,13,4,7.74004153,compositional,3.0,poseven
0,18,0,4,5,7.0236404,compositional,4.0,pos
0,18,1,9,4,8.02818198,compositional,4.0,even
0,18,2,14,4,7.87876697,compositional,4.0,poseven
0,19,0,0,0,3.49376187,compositional,0.0,pos
0,19,1,5,5,5.69162092,compositional,0.0,odd
0,19,2,10,4,0.0,compositional,0.0,posodd
0,19,0,1,5,4.65913828,compositional,1.0,pos
0,19,1,6,5,5.58661697,compositional,1.0,odd
0,19,2,11,5,5.7124986,compositional,1.0,posodd
0,19,0,2,4,4.59838454,compositional,2.0,pos
0,19,1,7,3,5.15721232,compositional,2.0,odd
0,19,2,12,0,3.49516539,compositional,2.0,posodd
0,19,0,3,5,4.79754043,compositional,3.0,pos
0,19,1,8,4,0.0,compositional,3.0,odd
0,19,2,13,5,5.59747268,compositional,3.0,posodd
0,19,0,4,5,4.78753293,compositional,4.0,pos
0,19,1,9,5,5.72119421,compositional,4.0,odd
0,19,2,14,5,5.56101479,compositional,4.0,posodd
1,0,0,0,1,3.27003167,compositional,0.0,neg
1,0,1,5,1,5.53666182,compositional,0.0,odd
1,0,2,10,3,2.47616473,compositional,0.0,oddneg
1,0,0,1,2,2.8632271,compositional,1.0,neg
1,0,1,6,2,1.3170779,compositional,1.0,odd
1,0,2,11,4,2.53971069,compositional,1.0,oddneg
1,0,0,2,0,4.00708785,compositional,2.0,neg
1,0,1,7,3,5.57656852,compositional,2.0,odd
1,0,2,12,5,0.60897598,compositional,2.0,oddneg
1,0,0,3,0,4.24063064,compositional,3.0,neg
1,0,1,8,3,5.62956605,compositional,3.0,odd
1,0,2,13,2,1.04494208,compositional,3.0,oddneg
1,0,0,4,0,4.15256204,compositional,4.0,neg
1,0,1,9,3,5.5856954,compositional,4.0,odd
1,0,2,14,1,5.56508341,compositional,4.0,oddneg
1,1,0,0,1,4.00971554,compositional,0.0,pos
1,1,1,5,1,0.14841477,compositional,0.0,even
1,1,2,10,4,5.67581261,compositional,0.0,evenpos
1,1,0,1,2,3.62136439,compositional,1.0,pos
1,1,1,6,3,0.97184154,compositional,1.0,even
1,1,2,11,4,5.6940345,compositional,1.0,evenpos
1,1,0,2,0,2.95838616,compositional,2.0,pos
1,1,1,7,4,4.41446184,compositional,2.0,even
1,1,2,12,4,5.87504127,compositional,2.0,evenpos
1,1,0,3,3,4.6442155,compositional,3.0,pos
1,1,1,8,4,4.21079558,compositional,3.0,even
1,1,2,13,4,5.86721925,compositional,3.0,evenpos
1,1,0,4,3,4.86464261,compositional,4.0,pos
1,1,1,9,4,4.2723638,compositional,4.0,even
1,1,2,14,4,5.76465346,compositional,4.0,evenpos
1,2,0,0,1,2.69880227,compositional,0.0,pos
1,2,1,5,1,6.52400122,compositional,0.0,odd
1,2,2,10,5,7.00671788,compositional,0.0,oddpos
1,2,0,1,2,3.56360592,compositional,1.0,pos
1,2,1,6,0,2.56231741,compositional,1.0,odd
1,2,2,11,5,7.0027177,compositional,1.0,oddpos
1,2,0,2,3,3.87637639,compositional,2.0,pos
1,2,1,7,2,1.54953274,compositional,2.0,odd
1,2,2,12,5,7.16107833,compositional,2.0,oddpos
1,2,0,3,5,6.99958996,compositional,3.0,pos
1,2,1,8,1,6.5304638,compositional,3.0,odd
1,2,2,13,5,7.09472776,compositional,3.0,oddpos
1,2,0,4,5,7.03994988,compositional,4.0,pos
1,2,1,9,1,6.52821478,compositional,4.0,odd
1,2,2,14,5,7.1659674,compositional,4.0,oddpos
1,3,0,0,2,2.29605976,compositional,0.0,pos
1,3,1,5,5,4.14635249,compositional,0.0,even
1,3,2,10,4,3.93360938,compositional,0.0,evenpos
1,3,0,1,3,2.97718502,compositional,1.0,pos
1,3,1,6,4,10.39111941,compositional,1.0,even
1,3,2,11,4,4.26676023,compositional,1.0,evenpos
1,3,0,2,4,4.09649853,compositional,2.0,pos
1,3,1,7,4,10.37430753,compositional,2.0,even
1,3,2,12,1,3.73095705,compositional,2.0,evenpos
1,3,0,3,5,5.97885264,compositional,3.0,pos
1,3,1,8,4,10.13599705,compositional,3.0,even
1,3,2,13,2,10.85309538,compositional,3.0,evenpos
1,3,0,4,5,5.96553197,compositional,4.0,pos
1,3,1,9,4,10.28627773,compositional,4.0,even
1,3,2,14,2,10.75092468,compositional,4.0,evenpos
1,4,0,0,3,5.22713,compositional,0.0,pos
1,4,1,5,0,0.0,compositional,0.0,odd
1,4,2,10,4,5.92104305,compositional,0.0,oddpos
1,4,0,1,4,6.00198387,compositional,1.0,pos
1,4,1,6,1,6.81464445,compositional,1.0,odd
1,4,2,11,1,6.78252197,compositional,1.0,oddpos
1,4,0,2,5,7.01951308,compositional,2.0,pos
1,4,1,7,2,1.40961224,compositional,2.0,odd
1,4,2,12,1,6.94331117,compositional,2.0,oddpos
1,4,0,3,5,7.26586638,compositional,3.0,pos
1,4,1,8,1,6.7603603,compositional,3.0,odd
1,4,2,13,1,6.93911177,compositional,3.0,oddpos
1,4,0,4,5,7.20580411,compositional,4.0,pos
1,4,1,9,1,6.96162663,compositional,4.0,odd
1,4,2,14,1,6.8400632,compositional,4.0,oddpos
1,5,0,0,3,3.43799047,compositional,0.0,neg
1,5,1,5,0,0.0,compositional,0.0,odd
1,5,2,10,3,3.46978918,compositional,0.0,oddneg
1,5,0,1,4,3.55901537,compositional,1.0,neg
1,5,1,6,1,3.70357041,compositional,1.0,odd
1,5,2,11,4,3.59725486,compositional,1.0,oddneg
1,5,0,2,5,2.58615207,compositional,2.0,neg
1,5,1,7,3,3.53552463,compositional,2.0,odd
1,5,2,12,5,2.50296538,compositional,2.0,oddneg
1,5,0,3,0,5.6255069,compositional,3.0,neg
1,5,1,8,5,4.31602371,compositional,3.0,odd
1,5,2,13,2,0.0,compositional,3.0,oddneg
1,5,0,4,0,5.50021052,compositional,4.0,neg
1,5,1,9,5,4.38970239,compositional,4.0,odd
1,5,2,14,1,3.59889748,compositional,4.0,oddneg
1,6,0,0,3,4.18189586,compositional,0.0,neg
1,6,1,5,0,0.0,compositional,0.0,odd
1,6,2,10,5,1.05988488,compositional,0.0,oddneg
1,6,0,1,4,2.54320418,compositional,1.0,neg
1,6,1,6,1,4.25148971,compositional,1.0,odd
1,6,2,11,3,4.42816759,compositional,1.0,oddneg
1,6,0,2,0,5.48959714,compositional,2.0,neg
1,6,1,7,3,4.61659196,compositional,2.0,odd
1,6,2,12,2,0.10009599,compositional,2.0,oddneg
1,6,0,3,0,5.49699986,compositional,3.0,neg
1,6,1,8,5,4.94099032,compositional,3.0,odd
1,6,2,13,0,0.0,compositional,3.0,oddneg
1,6,0,4,0,5.39208497,compositional,4.0,neg
1,6,1,9,5,4.87666116,compositional,4.0,odd
1,6,2,14,3,4.39228993,compositional,4.0,oddneg
1,7,0,0,0,4.91257141,compositional,0.0,pos
1,7,1,5,0,8.242253,compositional,0.0,even
1,7,2,10,0,8.0605601,compositional,0.0,evenpos
1,7,0,1,2,6.98485903,compositional,1.0,pos
1,7,1,6,0,8.24007484,compositional,1.0,even
1,7,2,11,0,8.33000983,compositional,1.0,evenpos
1,7,0,2,5,9.45161626,compositional,2.0,pos
1,7,1,7,0,8.1391771,compositional,2.0,even
1,7,2,12,0,8.36255253,compositional,2.0,evenpos
1,7,0,3,5,9.27026305,compositional,3.0,pos
1,7,1,8,0,8.08752565,compositional,3.0,even
1,7,2,13,0,8.27471993,compositional,3.0,evenpos
1,7,0,4,5,9.37387981,compositional,4.0,pos
1,7,1,9,0,8.24354273,compositional,4.0,even
1,7,2,14,0,8.17999114,compositional,4.0,evenpos
1,8,0,0,3,5.02165265,compositional,0.0,neg
1,8,1,5,0,7.59519393,compositional,0.0,even
1,8,2,10,2,6.90925768,compositional,0.0,evenneg
1,8,0,1,4,4.32286364,compositional,1.0,neg
1,8,1,6,2,6.85479996,compositional,1.0,even
1,8,2,11,3,5.11977147,compositional,1.0,evenneg
1,8,0,2,0,7.18765748,compositional,2.0,neg
1,8,1,7,4,7.00299011,compositional,2.0,even
1,8,2,12,2,6.94976603,compositional,2.0,evenneg
1,8,0,3,0,7.17472707,compositional,3.0,neg
1,8,1,8,4,6.84702168,compositional,3.0,even
1,8,2,13,5,3.74555072,compositional,3.0,evenneg
1,8,0,4,0,7.04041032,compositional,4.0,neg
1,8,1,9,4,6.99566797,compositional,4.0,even
1,8,2,14,2,6.77630928,compositional,4.0,evenneg
1,9,0,0,3,4.20164844,compositional,0.0,pos
1,9,1,5,0,1.14617503,compositional,0.0,odd
1,9,2,10,1,6.35710547,compositional,0.0,oddpos
1,9,0,1,2,2.02593612,compositional,1.0,pos
1,9,1,6,1,6.48874759,compositional,1.0,odd
1,9,2,11,3,4.06670118,compositional,1.0,oddpos
1,9,0,2,5,5.56606449,compositional,2.0,pos
1,9,1,7,3,5.69204051,compositional,2.0,odd
1,9,2,12,5,5.6450106,compositional,2.0,oddpos
1,9,0,3,5,5.69333946,compositional,3.0,pos
1,9,1,8,5,6.0423544,compositional,3.0,odd
1,9,2,13,1,6.37461433,compositional,3.0,oddpos
1,9,0,4,5,5.67713941,compositional,4.0,pos
1,9,1,9,1,6.39126402,compositional,4.0,odd
1,9,2,14,1,6.4092393,compositional,4.0,oddpos
1,10,0,0,3,4.96338784,compositional,0.0,pos
1,10,1,5,0,3.304395,compositional,0.0,odd
1,10,2,10,1,9.42326757,compositional,0.0,oddpos
1,10,0,1,4,6.13410924,compositional,1.0,pos
1,10,1,6,1,9.41033379,compositional,1.0,odd
1,10,2,11,1,9.29448899,compositional,1.0,oddpos
1,10,0,2,5,5.83417659,compositional,2.0,pos
1,10,1,7,1,9.62550321,compositional,2.0,odd
1,10,2,12,1,9.54949511,compositional,2.0,oddpos
1,10,0,3,4,5.95030906,compositional,3.0,pos
1,10,1,8,1,9.53397244,compositional,3.0,odd
1,10,2,13,1,9.47812558,compositional,3.0,oddpos
1,10,0,4,3,4.9009048,compositional,4.0,pos
1,10,1,9,1,9.49150524,compositional,4.0,odd
1,10,2,14,1,9.46481173,compositional,4.0,oddpos
1,11,0,0,0,7.15781286,compositional,0.0,neg
1,11,1,5,0,6.3095137,compositional,0.0,even
1,11,2,10,3,6.07407059,compositional,0.0,evenneg
1,11,0,1,1,7.00440721,compositional,1.0,neg
1,11,1,6,1,2.22660464,compositional,1.0,even
1,11,2,11,5,4.96224564,compositional,1.0,evenneg
1,11,0,2,0,7.10157699,compositional,2.0,neg
1,11,1,7,2,5.57045927,compositional,2.0,even
1,11,2,12,1,2.07706618,compositional,2.0,evenneg
1,11,0,3,0,6.94729183,compositional,3.0,neg
1,11,1,8,4,6.3907481,compositional,3.0,even
1,11,2,13,0,6.38512063,compositional,3.0,evenneg
1,11,0,4,0,6.94101201,compositional,4.0,neg
1,11,1,9,4,6.40213815,compositional,4.0,even
1,11,2,14,2,5.62998941,compositional,4.0,evenneg
1,12,0,0,3,4.51798212,compositional,0.0,neg
1,12,1,5,0,5.68062873,compositional,0.0,even
1,12,2,10,0,5.42575857,compositional,0.0,evenneg
1,12,0,1,4,2.40205668,compositional,1.0,neg
1,12,1,6,1,0.31501898,compositional,1.0,even
1,12,2,11,0,5.55631608,compositional,1.0,evenneg
1,12,0,2,0,6.25645106,compositional,2.0,neg
1,12,1,7,2,5.60283873,compositional,2.0,even
1,12,2,12,0,5.27634253,compositional,2.0,evenneg
1,12,0,3,0,6.34682863,compositional,3.0,neg
1,12,1,8,4,5.17848331,compositional,3.0,even
1,12,2,13,0,5.56383504,compositional,3.0,evenneg
1,12,0,4,0,6.23309974,compositional,4.0,neg
1,12,1,9,0,5.41466001,compositional,4.0,even
1,12,2,14,0,5.63706801,compositional,4.0,evenneg
1,13,0,0,3,7.3781447,compositional,0.0,pos
1,13,1,5,0,2.99368636,compositional,0.0,even
1,13,2,10,5,8.83537887,compositional,0.0,evenpos
1,13,0,1,4,7.41792837,compositional,1.0,pos
1,13,1,6,1,0.92486081,compositional,1.0,even
1,13,2,11,5,8.81219548,compositional,1.0,evenpos
1,13,0,2,5,8.72934478,compositional,2.0,pos
1,13,1,7,2,2.64626725,compositional,2.0,even
1,13,2,12,5,8.70731057,compositional,2.0,evenpos
1,13,0,3,5,8.78173285,compositional,3.0,pos
1,13,1,8,4,2.9139175,compositional,3.0,even
1,13,2,13,5,8.89859625,compositional,3.0,evenpos
1,13,0,4,5,8.77648728,compositional,4.0,pos
1,13,1,9,0,3.19346625,compositional,4.0,even
1,13,2,14,5,8.90027587,compositional,4.0,evenpos
1,14,0,0,3,6.51406156,compositional,0.0,neg
