participant,task,subtask,trial,choice,reward,condition,trial_within_subtask,function
0,14,2,13,5,17.34364228,compositional,3.0,posodd
0,14,0,4,5,9.32668008,compositional,4.0,pos
0,14,1,9,5,7.92665431,compositional,4.0,odd
0,14,2,14,5,17.23098143,compositional,4.0,posodd
0,15,0,0,0,3.91805855,compositional,0.0,neg
0,15,1,5,1,2.41620105,compositional,0.0,even
0,15,2,10,4,10.76289241,compositional,0.0,negeven
0,15,0,1,1,3.67279923,compositional,1.0,neg
0,15,1,6,5,2.54944603,compositional,1.0,even
0,15,2,11,4,10.70282854,compositional,1.0,negeven
0,15,0,2,5,1.39405547,compositional,2.0,neg
0,15,1,7,4,9.28138163,compositional,2.0,even
0,15,2,12,2,13.59099287,compositional,2.0,negeven
0,15,0,3,3,1.54043359,compositional,3.0,neg
0,15,1,8,4,9.44134567,compositional,3.0,even
0,15,2,13,2,13.84081933,compositional,3.0,negeven
0,15,0,4,4,1.47063182,compositional,4.0,neg
0,15,1,9,4,9.51635905,compositional,4.0,even
0,15,2,14,2,13.86186594,compositional,4.0,negeven
0,16,0,0,0,4.58510022,compositional,0.0,pos
0,16,1,5,1,6.58324025,compositional,0.0,odd
0,16,2,10,1,11.86365805,compositional,0.0,posodd
0,16,0,1,1,5.57380607,compositional,1.0,pos
0,16,1,6,2,2.25493434,compositional,1.0,odd
0,16,2,11,4,10.21361128,compositional,1.0,posodd
0,16,0,2,3,6.55590784,compositional,2.0,pos
0,16,1,7,3,6.11376489,compositional,2.0,odd
0,16,2,12,1,11.7137145,compositional,2.0,posodd
0,16,0,3,5,7.84654327,compositional,3.0,pos
0,16,1,8,0,2.61113346,compositional,3.0,odd
0,16,2,13,1,11.90175415,compositional,3.0,posodd
0,16,0,4,5,7.93916669,compositional,4.0,pos
0,16,1,9,1,6.4880552,compositional,4.0,odd
0,16,2,14,1,11.78530181,compositional,4.0,posodd
0,17,0,0,0,3.77108959,compositional,0.0,pos
0,17,1,5,0,8.78189087,compositional,0.0,even
0,17,2,10,0,12.69758716,compositional,0.0,poseven
0,17,0,1,5,6.09197938,compositional,1.0,pos
0,17,1,6,5,2.77237851,compositional,1.0,even
0,17,2,11,1,6.79449409,compositional,1.0,poseven
0,17,0,2,4,5.24102065,compositional,2.0,pos
0,17,1,7,0,8.68893365,compositional,2.0,even
0,17,2,12,2,13.72814261,compositional,2.0,poseven
0,17,0,3,1,3.59520504,compositional,3.0,pos
0,17,1,8,1,2.87474027,compositional,3.0,even
0,17,2,13,2,13.64316302,compositional,3.0,poseven
0,17,0,4,2,4.9742195,compositional,4.0,pos
0,17,1,9,0,8.87451955,compositional,4.0,even
0,17,2,14,2,13.77369767,compositional,4.0,poseven
0,18,0,0,5,0.5978627,compositional,0.0,neg
0,18,1,5,5,4.71797748,compositional,0.0,odd
0,18,2,10,0,5.96134101,compositional,0.0,negodd
0,18,0,1,0,5.86509813,compositional,1.0,neg
0,18,1,6,0,0.48972988,compositional,1.0,odd
0,18,2,11,5,5.24386386,compositional,1.0,negodd
0,18,0,2,1,3.88431127,compositional,2.0,neg
0,18,1,7,5,4.58697015,compositional,2.0,odd
0,18,2,12,2,5.11531138,compositional,2.0,negodd
0,18,0,3,0,5.668175,compositional,3.0,neg
0,18,1,8,5,4.61877332,compositional,3.0,odd
0,18,2,13,0,5.98803884,compositional,3.0,negodd
0,18,0,4,0,5.67229723,compositional,4.0,neg
0,18,1,9,5,4.62075411,compositional,4.0,odd
0,18,2,14,0,6.08226938,compositional,4.0,negodd
0,19,0,0,5,6.3693692,compositional,0.0,neg
0,19,1,5,0,5.08989941,compositional,0.0,even
0,19,2,10,0,14.62342658,compositional,0.0,negeven
0,19,0,1,4,7.23692966,compositional,1.0,neg
0,19,1,6,5,0.0,compositional,1.0,even
0,19,2,11,0,14.56519954,compositional,1.0,negeven
0,19,0,2,3,7.25127752,compositional,2.0,neg
0,19,1,7,0,5.07877889,compositional,2.0,even
0,19,2,12,0,14.64723636,compositional,2.0,negeven
0,19,0,3,0,9.60864462,compositional,3.0,neg
0,19,1,8,0,5.10942337,compositional,3.0,even
0,19,2,13,0,14.4917343,compositional,3.0,negeven
0,19,0,4,0,9.46098917,compositional,4.0,neg
0,19,1,9,0,5.0615737,compositional,4.0,even
0,19,2,14,0,14.77725887,compositional,4.0,negeven
1,0,0,0,1,8.76144263,compositional,0.0,neg
1,0,1,5,3,3.17743154,compositional,0.0,odd
1,0,2,10,1,12.83886312,compositional,0.0,negodd
1,0,0,1,2,7.72728892,compositional,1.0,neg
1,0,1,6,1,4.1823887,compositional,1.0,odd
1,0,2,11,3,9.87727901,compositional,1.0,negodd
1,0,0,2,3,6.65571137,compositional,2.0,neg
1,0,1,7,0,2.19504789,compositional,2.0,odd
1,0,2,12,2,9.01458062,compositional,2.0,negodd
1,0,0,3,4,5.80092899,compositional,3.0,neg
1,0,1,8,5,3.62671082,compositional,3.0,odd
1,0,2,13,0,10.25762492,compositional,3.0,negodd
1,0,0,4,2,7.64141872,compositional,4.0,neg
1,0,1,9,2,1.20982764,compositional,4.0,odd
1,0,2,14,1,12.72197215,compositional,4.0,negodd
1,1,0,0,3,5.8552051,compositional,0.0,pos
1,1,1,5,0,8.18503736,compositional,0.0,even
1,1,2,10,0,12.59311018,compositional,0.0,poseven
1,1,0,1,5,7.79950289,compositional,1.0,pos
1,1,1,6,2,8.5957764,compositional,1.0,even
1,1,2,11,1,8.70603054,compositional,1.0,poseven
1,1,0,2,1,5.92268036,compositional,2.0,pos
1,1,1,7,3,2.35676589,compositional,2.0,even
1,1,2,12,0,12.54107518,compositional,2.0,poseven
1,1,0,3,2,6.02520358,compositional,3.0,pos
1,1,1,8,5,3.13068082,compositional,3.0,even
1,1,2,13,2,14.45099232,compositional,3.0,poseven
1,1,0,4,0,4.48490835,compositional,4.0,pos
1,1,1,9,1,3.03529764,compositional,4.0,even
1,1,2,14,3,8.3096602,compositional,4.0,poseven
1,2,0,0,0,4.50557234,compositional,0.0,neg
1,2,1,5,0,6.76783356,compositional,0.0,even
1,2,2,10,1,5.53793089,compositional,0.0,negeven
1,2,0,1,2,3.46825984,compositional,1.0,neg
1,2,1,6,1,2.07030788,compositional,1.0,even
1,2,2,11,3,4.83274492,compositional,1.0,negeven
1,2,0,2,5,0.63282098,compositional,2.0,neg
1,2,1,7,0,6.51520615,compositional,2.0,even
1,2,2,12,0,11.35617093,compositional,2.0,negeven
1,2,0,3,1,3.81593299,compositional,3.0,neg
1,2,1,8,3,3.22066093,compositional,3.0,even
1,2,2,13,4,9.18322176,compositional,3.0,negeven
1,2,0,4,4,2.17034122,compositional,4.0,neg
1,2,1,9,5,2.60778418,compositional,4.0,even
1,2,2,14,5,3.0401592,compositional,4.0,negeven
1,3,0,0,1,7.84041576,compositional,0.0,neg
1,3,1,5,0,4.95149076,compositional,0.0,even
1,3,2,10,0,13.90834613,compositional,0.0,negeven
1,3,0,1,0,8.62986149,compositional,1.0,neg
1,3,1,6,2,5.00076729,compositional,1.0,even
1,3,2,11,3,7.56089616,compositional,1.0,negeven
1,3,0,2,3,6.10368513,compositional,2.0,neg
1,3,1,7,4,4.57552996,compositional,2.0,even
1,3,2,12,1,10.16954315,compositional,2.0,negeven
1,3,0,3,2,7.00126806,compositional,3.0,neg
1,3,1,8,1,2.52668772,compositional,3.0,even
1,3,2,13,0,13.83753688,compositional,3.0,negeven
1,3,0,4,4,5.66382448,compositional,4.0,neg
1,3,1,9,3,1.49204215,compositional,4.0,even
1,3,2,14,2,12.16838949,compositional,4.0,negeven
1,4,0,0,0,5.46108996,compositional,0.0,neg
1,4,1,5,1,3.39418567,compositional,0.0,odd
1,4,2,10,1,9.29675344,compositional,0.0,negodd
1,4,0,1,3,4.60365921,compositional,1.0,neg
1,4,1,6,4,0.3391608,compositional,1.0,odd
1,4,2,11,0,6.01119157,compositional,1.0,negodd
1,4,0,2,1,5.9785187,compositional,2.0,neg
1,4,1,7,0,0.54502854,compositional,2.0,odd
1,4,2,12,3,7.58502397,compositional,2.0,negodd
1,4,0,3,1,5.81405567,compositional,3.0,neg
1,4,1,8,5,3.01733896,compositional,3.0,odd
1,4,2,13,1,9.28598305,compositional,3.0,negodd
1,4,0,4,2,5.48808789,compositional,4.0,neg
1,4,1,9,2,0.0,compositional,4.0,odd
1,4,2,14,2,4.46760997,compositional,4.0,negodd
1,5,0,0,2,2.83097943,compositional,0.0,pos
1,5,1,5,0,0.55716522,compositional,0.0,odd
1,5,2,10,1,8.0543101,compositional,0.0,posodd
1,5,0,1,3,3.23673768,compositional,1.0,pos
1,5,1,6,1,6.34657519,compositional,1.0,odd
1,5,2,11,0,2.07378604,compositional,1.0,posodd
1,5,0,2,5,4.1156766,compositional,2.0,pos
1,5,1,7,2,0.20550887,compositional,2.0,odd
1,5,2,12,4,4.29031437,compositional,2.0,posodd
1,5,0,3,0,1.64592912,compositional,3.0,pos
1,5,1,8,3,6.92559466,compositional,3.0,odd
1,5,2,13,2,2.94799556,compositional,3.0,posodd
1,5,0,4,1,1.80084389,compositional,4.0,pos
1,5,1,9,5,6.38886947,compositional,4.0,odd
1,5,2,14,5,10.33885418,compositional,4.0,posodd
1,6,0,0,1,3.62879754,compositional,0.0,pos
1,6,1,5,0,9.73400383,compositional,0.0,even
1,6,2,10,0,13.84782075,compositional,0.0,poseven
1,6,0,1,5,6.67982799,compositional,1.0,pos
1,6,1,6,4,9.83824399,compositional,1.0,even
1,6,2,11,5,9.50599821,compositional,1.0,poseven
1,6,0,2,0,4.29289365,compositional,2.0,pos
1,6,1,7,5,2.83133563,compositional,2.0,even
1,6,2,12,1,7.21984597,compositional,2.0,poseven
1,6,0,3,4,5.72317689,compositional,3.0,pos
1,6,1,8,1,3.65004609,compositional,3.0,even
1,6,2,13,4,15.46183348,compositional,3.0,poseven
1,6,0,4,2,4.74649221,compositional,4.0,pos
1,6,1,9,3,3.79053202,compositional,4.0,even
1,6,2,14,3,9.05518504,compositional,4.0,poseven
1,7,0,0,1,2.5415835,compositional,0.0,pos
1,7,1,5,1,1.9259782,compositional,0.0,even
1,7,2,10,2,11.10195936,compositional,0.0,poseven
1,7,0,1,0,1.50624427,compositional,1.0,pos
1,7,1,6,5,1.532193,compositional,1.0,even
1,7,2,11,1,4.42214714,compositional,1.0,poseven
1,7,0,2,5,6.55356698,compositional,2.0,pos
1,7,1,7,0,8.67499149,compositional,2.0,even
1,7,2,12,5,7.95403431,compositional,2.0,poseven
1,7,0,3,3,4.24738848,compositional,3.0,pos
1,7,1,8,3,2.0069038,compositional,3.0,even
1,7,2,13,0,10.2849547,compositional,3.0,poseven
1,7,0,4,4,5.25348253,compositional,4.0,pos
1,7,1,9,4,7.85864081,compositional,4.0,even
1,7,2,14,3,6.31078597,compositional,4.0,poseven
1,8,0,0,0,8.89383623,compositional,0.0,neg
1,8,1,5,0,3.48329697,compositional,0.0,odd
1,8,2,10,0,12.54793267,compositional,0.0,negodd
1,8,0,1,5,6.60330303,compositional,1.0,neg
1,8,1,6,5,8.95920482,compositional,1.0,odd
1,8,2,11,5,15.48405847,compositional,1.0,negodd
1,8,0,2,1,7.66874402,compositional,2.0,neg
1,8,1,7,1,8.46203932,compositional,2.0,odd
1,8,2,12,1,16.15091461,compositional,2.0,negodd
1,8,0,3,4,6.13636876,compositional,3.0,neg
1,8,1,8,4,3.21925107,compositional,3.0,odd
1,8,2,13,3,15.43575166,compositional,3.0,negodd
1,8,0,4,3,6.81789861,compositional,4.0,neg
1,8,1,9,3,8.72660771,compositional,4.0,odd
1,8,2,14,4,9.53892377,compositional,4.0,negodd
1,9,0,0,0,5.71391131,compositional,0.0,neg
1,9,1,5,1,2.27853165,compositional,0.0,even
1,9,2,10,0,12.57143598,compositional,0.0,negeven
1,9,0,1,5,1.40238269,compositional,1.0,neg
1,9,1,6,5,2.22990796,compositional,1.0,even
1,9,2,11,5,3.45862193,compositional,1.0,negeven
1,9,0,2,1,4.16112362,compositional,2.0,neg
1,9,1,7,3,2.90945548,compositional,2.0,even
1,9,2,12,1,6.46313726,compositional,2.0,negeven
1,9,0,3,3,2.4349113,compositional,3.0,neg
1,9,1,8,0,6.7652918,compositional,3.0,even
1,9,2,13,3,5.38749267,compositional,3.0,negeven
1,9,0,4,4,1.91945628,compositional,4.0,neg
1,9,1,9,4,7.4853654,compositional,4.0,even
1,9,2,14,4,9.32247773,compositional,4.0,negeven
1,10,0,0,1,8.11928156,compositional,0.0,neg
1,10,1,5,1,8.97082939,compositional,0.0,odd
1,10,2,10,1,16.95567299,compositional,0.0,negodd
1,10,0,1,5,5.19509305,compositional,1.0,neg
1,10,1,6,5,8.51107188,compositional,1.0,odd
1,10,2,11,5,13.61943105,compositional,1.0,negodd
1,10,0,2,0,8.02704641,compositional,2.0,neg
1,10,1,7,0,1.42412941,compositional,2.0,odd
1,10,2,12,0,9.49175855,compositional,2.0,negodd
1,10,0,3,3,6.82818728,compositional,3.0,neg
1,10,1,8,4,1.87390341,compositional,3.0,odd
1,10,2,13,4,7.02234923,compositional,3.0,negodd
1,10,0,4,4,5.20645074,compositional,4.0,neg
1,10,1,9,3,7.42267584,compositional,4.0,odd
1,10,2,14,3,14.44658194,compositional,4.0,negodd
1,11,0,0,1,5.01461123,compositional,0.0,pos
1,11,1,5,2,4.73113518,compositional,0.0,even
1,11,2,10,1,6.67922263,compositional,0.0,poseven
1,11,0,1,5,6.52420324,compositional,1.0,pos
1,11,1,6,1,1.62392826,compositional,1.0,even
1,11,2,11,5,8.78018055,compositional,1.0,poseven
1,11,0,2,0,4.95749627,compositional,2.0,pos
1,11,1,7,5,2.24815051,compositional,2.0,even
1,11,2,12,0,9.59941821,compositional,2.0,poseven
1,11,0,3,4,5.52550056,compositional,3.0,pos
1,11,1,8,0,4.63092563,compositional,3.0,even
1,11,2,13,4,10.45283722,compositional,3.0,poseven
1,11,0,4,3,6.16752676,compositional,4.0,pos
1,11,1,9,4,4.82507778,compositional,4.0,even
1,11,2,14,3,7.51256856,compositional,4.0,poseven
1,12,0,0,1,2.64458759,compositional,0.0,pos
1,12,1,5,1,5.65732795,compositional,0.0,odd
1,12,2,10,1,8.28357435,compositional,0.0,posodd
1,12,0,1,5,5.31511458,compositional,1.0,pos
1,12,1,6,5,5.30000617,compositional,1.0,odd
1,12,2,11,5,10.61917923,compositional,1.0,posodd
1,12,0,2,0,2.1267191,compositional,2.0,pos
1,12,1,7,0,0.79311413,compositional,2.0,odd
1,12,2,12,0,2.98505783,compositional,2.0,posodd
1,12,0,3,5,5.42326876,compositional,3.0,pos
1,12,1,8,5,5.40674085,compositional,3.0,odd
1,12,2,13,5,10.64917746,compositional,3.0,posodd
1,12,0,4,4,4.23361482,compositional,4.0,pos
1,12,1,9,4,0.44843471,compositional,4.0,odd
1,12,2,14,3,10.24296287,compositional,4.0,posodd
1,13,0,0,1,5.3060779,compositional,0.0,pos
1,13,1,5,1,6.9221132,compositional,0.0,odd
1,13,2,10,1,12.40894951,compositional,0.0,posodd
1,13,0,1,5,8.20359425,compositional,1.0,pos
1,13,1,6,5,7.17063883,compositional,1.0,odd
1,13,2,11,5,14.97195461,compositional,1.0,posodd
1,13,0,2,0,3.65902352,compositional,2.0,pos
1,13,1,7,0,0.37092066,compositional,2.0,odd
1,13,2,12,0,3.96170772,compositional,2.0,posodd
1,13,0,3,5,8.28211984,compositional,3.0,pos
1,13,1,8,4,0.38825455,compositional,3.0,odd
1,13,2,13,4,8.12185801,compositional,3.0,posodd
1,13,0,4,3,6.9096182,compositional,4.0,pos
1,13,1,9,3,6.56420946,compositional,4.0,odd
1,13,2,14,3,13.12981803,compositional,4.0,posodd
1,14,0,0,1,4.48845631,compositional,0.0,pos
1,14,1,5,0,2.99000566,compositional,0.0,odd
1,14,2,10,1,12.48942153,compositional,0.0,posodd
